-0.002;0.005788319486232
0.179;0.038766520512770
0.360;0.079805484640308
0.541;0.134048077327977
0.723;0.209336689630331
0.904;0.274860195282863
1.085;0.351372747925153
1.267;0.416499601446145
1.448;0.478757356693081
1.629;0.537267998810765
1.811;0.582169506992966
1.992;0.615147907726897
2.173;0.641741589370716
2.355;0.643694236368642
2.536;0.664688018776116
2.717;0.675266907218445
2.898;0.686855169575214
3.080;0.696589081956205
3.261;0.697268281196105
3.442;0.711774006212973
3.624;0.715721606968030
3.805;0.721145698999932
3.986;0.727159963073207
4.168;0.734724881265628
4.349;0.731821957914314
4.530;0.738036419844769
4.712;0.740710918725554
4.893;0.742849546874623
5.074;0.746836964009540
5.255;0.746678636779974
5.437;0.748064319193575
5.618;0.753915316457130
5.799;0.752771190379919
5.981;0.756013134471951
6.162;0.759939894723200
6.343;0.751586887476927
6.525;0.760686454856064
6.706;0.757328419645162
6.887;0.764499470406333
7.069;0.764244297015675
7.250;0.764052597175039
7.431;0.767527266622317
7.612;0.773151947160570
7.794;0.770616470518329
7.975;0.772669202347136
8.156;0.772313536878869
8.338;0.775517653481600
8.519;0.772366285033658
8.700;0.777867453797131
8.882;0.773001268261299
9.063;0.774973016985752
9.244;0.779607491190590
9.426;0.779145805514007
9.607;0.784252081994583
9.788;0.774646835305702
9.969;0.779245323412474
10.151;0.781743346971436
10.332;0.783356546791300
10.513;0.783501498424455
10.695;0.786355945015806
10.876;0.782919714856726
11.057;0.787511267885291
11.239;0.781891251962304
11.420;0.786198360298495
11.601;0.788901845638632
11.783;0.789254336670312
11.964;0.789908116422116
12.145;0.788798904444870
12.326;0.791421443505030
12.508;0.784418724149986
12.689;0.789553672173594
12.870;0.788015649571156
13.052;0.787575483351615
13.233;0.795499033328287
13.414;0.793995840426964
13.596;0.790821568297047
13.777;0.795557689426149
13.958;0.792571766665148
14.140;0.793240200628902
14.321;0.788511532628438
14.502;0.795128557618482
14.683;0.794612040950475
14.865;0.791869759683337
15.046;0.797032960118311
15.227;0.792382602559123
15.409;0.798061182108220
15.590;0.792549521538347
15.771;0.795158239585414
15.953;0.800938003498264
16.134;0.800444474625066
16.315;0.799930068045459
16.497;0.801694345167848
16.678;0.796721634443008
16.859;0.800123385500597
17.040;0.797847397045667
17.222;0.800605723886342
17.403;0.797004359780371
17.584;0.802915134416098
17.766;0.805246920032137
17.947;0.800273582198876
18.128;0.800491260250261
18.310;0.798103928246899
18.491;0.800380070870321
18.672;0.804613797503253
18.854;0.805083797414382
19.035;0.806200502013615
19.216;0.807515784499069
19.397;0.803617175184995
19.579;0.809220649296800
19.760;0.802912870832749
19.941;0.808337365149275